"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.174848162E1,-1.169012604E2,8.156381226E1,-1.961795349E2,2.424973609E2
1.175850762E1,-1.168095322E2,8.170666504E1,-1.963633728E2,2.426499950E2
1.176853363E1,-1.167136536E2,8.163479614E1,-1.964513245E2,2.426508598E2
1.177855963E1,-1.168443604E2,8.184054565E1,-1.963739319E2,2.427204165E2
1.178858563E1,-1.167700806E2,8.164926147E1,-1.962606506E2,2.425285480E2
1.179861163E1,-1.168437805E2,8.145712280E1,-1.964562073E2,2.426577287E2
1.180863663E1,-1.167290955E2,8.133395386E1,-1.963720398E2,2.424930345E2
1.181866263E1,-1.169058685E2,8.153842163E1,-1.963122864E2,2.425984544E2
1.182868863E1,-1.169530716E2,8.174383545E1,-1.964309998E2,2.427863531E2
1.183871462E1,-1.168289185E2,8.133822632E1,-1.962705994E2,2.424604121E2
1.184874062E1,-1.170574493E2,8.141564941E1,-1.964376526E2,2.427317568E2
1.185876563E1,-1.170128784E2,8.139782715E1,-1.963757629E2,2.426541989E2
1.186879163E1,-1.169272766E2,8.169732666E1,-1.963190002E2,2.426676556E2
1.187881763E1,-1.170294037E2,8.164938354E1,-1.962962341E2,2.426823329E2
1.188884363E1,-1.169349289E2,8.152777100E1,-1.964512634E2,2.427213504E2
1.189886963E1,-1.169769592E2,8.179650879E1,-1.963136902E2,2.427207094E2
1.190889563E1,-1.168329468E2,8.167105103E1,-1.962644348E2,2.425692198E2
1.191892063E1,-1.167041626E2,8.127359009E1,-1.963896179E2,2.424750297E2
1.192894662E1,-1.167926331E2,8.117340088E1,-1.961851501E2,2.423184955E2
1.193897262E1,-1.168420944E2,8.148162842E1,-1.961228333E2,2.423953311E2
1.194899863E1,-1.169047241E2,8.160073853E1,-1.962448425E2,2.425642869E2
1.195902463E1,-1.169723053E2,8.169131470E1,-1.963811340E2,2.427375968E2
1.196904963E1,-1.170332642E2,8.176116943E1,-1.961868591E2,2.426333807E2
1.197907563E1,-1.168317871E2,8.165106201E1,-1.961114807E2,2.424381886E2
1.198910163E1,-1.169476013E2,8.167556763E1,-1.961460876E2,2.425302610E2
1.199912763E1,-1.168703918E2,8.149893188E1,-1.959094543E2,2.422421902E2
1.200915362E1,-1.169298935E2,8.162182617E1,-1.959526672E2,2.423472102E2
1.201917962E1,-1.168540039E2,8.173068237E1,-1.961725769E2,2.425251381E2
1.202920463E1,-1.169353790E2,8.156762695E1,-1.961615295E2,2.425005285E2
1.203923063E1,-1.169523849E2,8.167211914E1,-1.961560974E2,2.425395018E2
1.204925663E1,-1.169348297E2,8.165954590E1,-1.960393372E2,2.424323773E2
1.205928263E1,-1.168767700E2,8.149499512E1,-1.961596985E2,2.424463671E2
1.206930863E1,-1.168340988E2,8.164370728E1,-1.960246277E2,2.423665741E2
1.207933463E1,-1.168954391E2,8.167825317E1,-1.960231628E2,2.424066029E2
1.208935963E1,-1.168864822E2,8.194705200E1,-1.960506897E2,2.425152407E2
1.209938562E1,-1.168131256E2,8.189691162E1,-1.960719299E2,2.424801273E2
1.210941162E1,-1.167643433E2,8.161557007E1,-1.962050476E2,2.424694493E2
1.211943763E1,-1.167738266E2,8.160433960E1,-1.960577698E2,2.423510757E2
1.212946363E1,-1.167533951E2,8.184497070E1,-1.960669250E2,2.424297704E2
1.213948863E1,-1.167379227E2,8.167993164E1,-1.961467590E2,2.424312375E2
1.214951463E1,-1.168761749E2,8.148681641E1,-1.960340881E2,2.423417117E2
1.215954063E1,-1.169337387E2,8.167831421E1,-1.960289612E2,2.424297834E2
1.216956663E1,-1.168178406E2,8.178228760E1,-1.959941711E2,2.423808275E2
1.217959263E1,-1.167692261E2,8.159509277E1,-1.958581238E2,2.421842604E2
1.218961862E1,-1.167696381E2,8.162463379E1,-1.961412048E2,2.424233929E2
1.219964362E1,-1.168769073E2,8.181045532E1,-1.962242737E2,2.426048797E2
1.220966963E1,-1.169098816E2,8.174154663E1,-1.961982727E2,2.425765097E2
1.221969563E1,-1.170048218E2,8.141674805E1,-1.961414490E2,2.424670765E2
1.222972163E1,-1.168736877E2,8.153628540E1,-1.960138245E2,2.423407603E2
1.223974763E1,-1.169169769E2,8.164120483E1,-1.960146179E2,2.423975995E2
1.224977363E1,-1.170505066E2,8.184695435E1,-1.959299011E2,2.424629274E2
1.225979863E1,-1.170876160E2,8.210281372E1,-1.959437561E2,2.425785180E2
1.226982462E1,-1.169312439E2,8.174639893E1,-1.960034485E2,2.424309002E2
1.227985062E1,-1.168114548E2,8.162719727E1,-1.957583923E2,2.421348043E2
1.228987663E1,-1.168111572E2,8.178866577E1,-1.958943787E2,2.422990712E2
1.229990263E1,-1.169482498E2,8.163574219E1,-1.959676208E2,2.423728449E2
1.230992763E1,-1.169342499E2,8.189956665E1,-1.959909973E2,2.424739756E2
1.231995363E1,-1.170246353E2,8.189093018E1,-1.959396667E2,2.424731794E2
1.232997963E1,-1.169757156E2,8.180575562E1,-1.959819031E2,2.424549567E2
1.234000563E1,-1.169481049E2,8.173495483E1,-1.958990784E2,2.423508015E2
1.235003163E1,-1.170977478E2,8.187356567E1,-1.959819641E2,2.425367880E2
1.236005762E1,-1.169932861E2,8.157119751E1,-1.959467468E2,2.423559714E2
1.237008262E1,-1.169436188E2,8.160140991E1,-1.960858459E2,2.424546536E2
1.238010863E1,-1.169427109E2,8.175961304E1,-1.961858215E2,2.425883520E2
1.239013463E1,-1.169742203E2,8.179031372E1,-1.960303650E2,2.424882010E2
1.240016063E1,-1.170492554E2,8.207263184E1,-1.958072205E2,2.424395031E2
1.241018663E1,-1.170517349E2,8.205004883E1,-1.959424744E2,2.425423106E2
1.242021263E1,-1.168395004E2,8.161730957E1,-1.957403870E2,2.421304466E2
1.243023763E1,-1.168968048E2,8.197836304E1,-1.959111633E2,2.424180251E2
1.244026363E1,-1.168898010E2,8.176599121E1,-1.957472229E2,2.422104006E2
1.245028962E1,-1.170747147E2,8.221929932E1,-1.957442322E2,2.424506268E2
1.246031562E1,-1.169981384E2,8.199404907E1,-1.957367859E2,2.423313389E2
1.247034163E1,-1.171294708E2,8.211511230E1,-1.957051697E2,2.424102268E2
1.248036763E1,-1.170261688E2,8.190374756E1,-1.957560120E2,2.423298667E2
1.249039263E1,-1.170280685E2,8.190820312E1,-1.958665466E2,2.424215887E2
1.250041863E1,-1.169333344E2,8.185333252E1,-1.957923279E2,2.422973553E2
1.251044463E1,-1.170112610E2,8.171154785E1,-1.956633606E2,2.421829121E2
1.252047063E1,-1.171507721E2,8.188922119E1,-1.957120667E2,2.423496668E2
1.253049662E1,-1.171630859E2,8.195751953E1,-1.958052673E2,2.424539677E2
1.254052162E1,-1.172019272E2,8.191244507E1,-1.958766785E2,2.425151821E2
1.255054763E1,-1.170982742E2,8.183190918E1,-1.959396667E2,2.424888043E2
1.256057363E1,-1.171270523E2,8.190841675E1,-1.958016052E2,2.424170038E2
1.257059963E1,-1.170599899E2,8.191091919E1,-1.956711121E2,2.422800529E2
1.258062563E1,-1.170906067E2,8.225555420E1,-1.957075500E2,2.424409856E2
1.259065163E1,-1.170662537E2,8.213583374E1,-1.957267151E2,2.424041046E2
1.260067663E1,-1.171003342E2,8.223132324E1,-1.956631165E2,2.424015964E2
1.261070263E1,-1.169747086E2,8.208590698E1,-1.957656555E2,2.423744426E2
1.262072862E1,-1.170753937E2,8.183605957E1,-1.956398010E2,2.422369092E2
1.263075462E1,-1.167863922E2,8.141888428E1,-1.958902893E2,2.421592484E2
1.264078063E1,-1.169472046E2,8.154040527E1,-1.959525452E2,2.423280551E2
1.265080663E1,-1.170239868E2,8.185202026E1,-1.957140198E2,2.422774118E2
1.266083163E1,-1.170730896E2,8.180767822E1,-1.957533875E2,2.423179589E2
1.267085763E1,-1.172107391E2,8.189257812E1,-1.954742737E2,2.421878267E2
1.268088363E1,-1.170995255E2,8.195681763E1,-1.954369202E2,2.421256050E2
1.269090963E1,-1.171296463E2,8.199487305E1,-1.955465393E2,2.422415371E2
1.270093563E1,-1.170672226E2,8.179953003E1,-1.955079651E2,2.421141510E2
1.271096162E1,-1.170447769E2,8.194921875E1,-1.956527405E2,2.422708177E2
1.272098662E1,-1.174033508E2,8.200393677E1,-1.958639221E2,2.426331973E2
1.273101263E1,-1.174267426E2,8.240286255E1,-1.956992493E2,2.426467964E2
1.274103863E1,-1.176120834E2,8.272875977E1,-1.957197571E2,2.428638985E2
1.275106463E1,-1.177450714E2,8.279370117E1,-1.957439270E2,2.429699236E2
1.276109063E1,-1.178327484E2,8.302548218E1,-1.956264954E2,2.429969403E2
1.277111563E1,-1.177183685E2,8.260140991E1,-1.957390442E2,2.428875885E2
1.278114163E1,-1.175289764E2,8.230630493E1,-1.958128967E2,2.427551826E2
1.279116762E1,-1.172189636E2,8.202203369E1,-1.959326477E2,2.426056510E2
1.280119362E1,-1.170708618E2,8.207894897E1,-1.957874451E2,2.424361033E2
1.281121963E1,-1.169601746E2,8.179327393E1,-1.957686462E2,2.422708917E2
1.282124563E1,-1.173331833E2,8.190509033E1,-1.956580505E2,2.423996544E2
1.283127063E1,-1.171802979E2,8.182543945E1,-1.956842346E2,2.423199216E2
1.284129663E1,-1.171853409E2,8.207009888E1,-1.954273376E2,2.421977488E2
1.285132263E1,-1.172292786E2,8.231250000E1,-1.955375671E2,2.423901639E2
1.286134863E1,-1.173325043E2,8.260632324E1,-1.956796570E2,2.426545886E2
1.287137463E1,-1.174326477E2,8.252175903E1,-1.956070251E2,2.426156956E2
1.288140062E1,-1.173755798E2,8.239944458E1,-1.957344666E2,2.426492873E2
1.289142562E1,-1.173125916E2,8.263641357E1,-1.954962463E2,2.425073263E2
1.290145163E1,-1.173212051E2,8.229779053E1,-1.956582947E2,2.425270290E2
1.291147763E1,-1.172120056E2,8.235772705E1,-1.956144714E2,2.424592149E2
1.292150363E1,-1.173626251E2,8.234289551E1,-1.955602112E2,2.424832663E2
1.293152963E1,-1.173531952E2,8.229150391E1,-1.953918762E2,2.423255028E2
1.294155563E1,-1.172201157E2,8.232208252E1,-1.954827576E2,2.423447736E2
1.295158063E1,-1.170805511E2,8.215423584E1,-1.954127502E2,2.421638224E2
1.296160663E1,-1.172427826E2,8.217321777E1,-1.953850403E2,2.422263853E2
1.297163262E1,-1.171602020E2,8.213897705E1,-1.953330383E2,2.421328568E2
1.298165862E1,-1.173094177E2,8.230108643E1,-1.953392029E2,2.422650872E2
1.299168463E1,-1.173550415E2,8.235449219E1,-1.954723816E2,2.424127062E2
1.300170963E1,-1.173340149E2,8.214739990E1,-1.952124329E2,2.421226142E2
1.301173563E1,-1.174211273E2,8.230584717E1,-1.953730164E2,2.423480743E2
1.302176163E1,-1.173584061E2,8.208685303E1,-1.953571472E2,2.422305965E2
1.303178763E1,-1.173117752E2,8.209671021E1,-1.953797913E2,2.422296127E2
1.304181363E1,-1.172308502E2,8.230184937E1,-1.956457825E2,2.424746149E2
1.305183962E1,-1.173022919E2,8.254791260E1,-1.954438782E2,2.424299797E2
1.306186462E1,-1.172648926E2,8.235205078E1,-1.954828796E2,2.423767141E2
1.307189063E1,-1.172474823E2,8.256115723E1,-1.956212463E2,2.425510025E2
1.308191663E1,-1.171500702E2,8.218908691E1,-1.956007385E2,2.423609578E2
1.309194263E1,-1.172323456E2,8.218759155E1,-1.955054626E2,2.423233562E2
1.310196863E1,-1.171665955E2,8.198825073E1,-1.954042664E2,2.421423376E2
1.311199463E1,-1.171499405E2,8.190853882E1,-1.953562927E2,2.420685820E2
1.312201963E1,-1.173049011E2,8.207382202E1,-1.951895447E2,2.420650955E2
1.313204563E1,-1.173012543E2,8.228250122E1,-1.953502502E2,2.422637293E2
1.314207162E1,-1.173877716E2,8.238787842E1,-1.953293762E2,2.423246101E2
1.315209762E1,-1.171441727E2,8.237771606E1,-1.953516541E2,2.422212089E2
1.316212363E1,-1.172910309E2,8.232589722E1,-1.952925110E2,2.422269682E2
1.317214963E1,-1.172429581E2,8.235870361E1,-1.954231873E2,2.423202208E2
1.318217463E1,-1.174095001E2,8.241729736E1,-1.954499817E2,2.424423580E2
1.319220063E1,-1.172441864E2,8.221508789E1,-1.954275818E2,2.422755862E2
1.320222663E1,-1.172044678E2,8.218383789E1,-1.954018250E2,2.422249856E2
1.321225263E1,-1.171597214E2,8.223156738E1,-1.956371155E2,2.424093891E2
1.322227863E1,-1.172399445E2,8.215911865E1,-1.956282654E2,2.424164672E2
1.323230462E1,-1.173156891E2,8.213958740E1,-1.954541931E2,2.423060551E2
1.324232962E1,-1.172385025E2,8.232467651E1,-1.953625183E2,2.422575745E2
1.325235563E1,-1.173510284E2,8.239840698E1,-1.954396057E2,2.423992591E2
1.326238163E1,-1.174215469E2,8.261273193E1,-1.953893738E2,2.424658544E2
1.327240763E1,-1.173050690E2,8.263647461E1,-1.953064270E2,2.423507099E2
1.328243363E1,-1.173001480E2,8.244079590E1,-1.953616028E2,2.423261550E2
1.329245863E1,-1.172097778E2,8.229171753E1,-1.954756775E2,2.423237489E2
1.330248463E1,-1.173284683E2,8.220602417E1,-1.953064270E2,2.422156071E2
1.331251062E1,-1.171449661E2,8.210913086E1,-1.954883118E2,2.422406500E2
1.332253662E1,-1.171159363E2,8.214529419E1,-1.954831848E2,2.422347362E2
1.333256263E1,-1.172191925E2,8.199166870E1,-1.954317322E2,2.421911121E2
1.334258863E1,-1.173034821E2,8.221948242E1,-1.952082214E2,2.421288911E2
1.335261463E1,-1.173468323E2,8.235192871E1,-1.953459167E2,2.423058943E2
1.336263963E1,-1.173526001E2,8.240658569E1,-1.952838440E2,2.422772334E2
1.337266563E1,-1.172462540E2,8.230032349E1,-1.953621521E2,2.422527560E2
1.338269163E1,-1.173124542E2,8.204223633E1,-1.954148254E2,2.422397458E2
1.339271763E1,-1.173930130E2,8.238259888E1,-1.953868713E2,2.423717013E2
1.340274342E1,-1.172114563E2,8.220614624E1,-1.952981873E2,2.421523444E2
1.341276842E1,-1.173854523E2,8.255093384E1,-1.952699890E2,2.423311158E2
1.342279442E1,-1.173863907E2,8.228775024E1,-1.953652649E2,2.423188505E2
1.343282042E1,-1.173142395E2,8.212823486E1,-1.953460388E2,2.422142701E2
1.344284642E1,-1.175198822E2,8.239987183E1,-1.953788147E2,2.424325531E2
1.345287242E1,-1.173704529E2,8.220751953E1,-1.953520203E2,2.422732162E2
1.346289842E1,-1.172004929E2,8.217926025E1,-1.952154236E2,2.420711630E2
1.347292342E1,-1.172253571E2,8.248361206E1,-1.954552307E2,2.423800277E2
1.348294942E1,-1.172121735E2,8.229278564E1,-1.952788391E2,2.421665154E2
1.349297542E1,-1.174098053E2,8.230224609E1,-1.953177795E2,2.422968367E2
1.350300142E1,-1.173397217E2,8.222729492E1,-1.951757507E2,2.421229274E2
1.351302742E1,-1.173567505E2,8.211685181E1,-1.952707825E2,2.421703176E2
1.352305342E1,-1.172697906E2,8.228762817E1,-1.952131042E2,2.421396573E2
1.353307842E1,-1.172862320E2,8.228176880E1,-1.953615417E2,2.422653126E2
1.354310442E1,-1.173538818E2,8.245339966E1,-1.954596863E2,2.424355289E2
1.355313042E1,-1.173362961E2,8.252835083E1,-1.952503357E2,2.422837771E2
1.356315642E1,-1.173781891E2,8.236959839E1,-1.953946228E2,2.423663521E2
1.357318242E1,-1.174138260E2,8.245996094E1,-1.953708801E2,2.423951990E2
1.358320842E1,-1.172625732E2,8.240063477E1,-1.955274353E2,2.424280381E2
1.359323342E1,-1.173991241E2,8.247900391E1,-1.954076843E2,2.424242222E2
1.360325942E1,-1.173533478E2,8.226416016E1,-1.952165222E2,2.421749178E2
1.361328542E1,-1.171890869E2,8.227563477E1,-1.952475891E2,2.421243136E2
1.362331142E1,-1.172187347E2,8.208935547E1,-1.951601868E2,2.420049432E2
1.363333742E1,-1.173325653E2,8.249935913E1,-1.952610168E2,2.422807046E2
1.364336342E1,-1.172402344E2,8.231536865E1,-1.953279724E2,2.422273917E2
1.365338842E1,-1.172640686E2,8.220974731E1,-1.952241516E2,2.421193377E2
1.366341442E1,-1.173526917E2,8.217736816E1,-1.950899353E2,2.420430890E2
1.367344042E1,-1.172995300E2,8.239270020E1,-1.950679626E2,2.420728131E2
1.368346642E1,-1.173478546E2,8.232830811E1,-1.950119934E2,2.420292273E2
1.369349242E1,-1.173701782E2,8.249703979E1,-1.952373352E2,2.422790486E2
1.370351842E1,-1.174216614E2,8.262368774E1,-1.954398499E2,2.425103199E2
1.371354342E1,-1.174162598E2,8.257272339E1,-1.953974304E2,2.424561579E2
1.372356942E1,-1.172793579E2,8.249948120E1,-1.953661194E2,2.423397054E2
1.373359542E1,-1.172829285E2,8.244442749E1,-1.952567444E2,2.422345251E2
1.374362142E1,-1.172909393E2,8.245440674E1,-1.951449890E2,2.421517301E2
1.375364742E1,-1.172550964E2,8.252239990E1,-1.950713806E2,2.420982190E2
1.376367342E1,-1.172574539E2,8.235638428E1,-1.951822815E2,2.421322109E2
1.377369842E1,-1.172877197E2,8.229098511E1,-1.950982361E2,2.420568883E2
1.378372442E1,-1.173426132E2,8.238699341E1,-1.953077087E2,2.422849699E2
1.379375042E1,-1.173181763E2,8.216088867E1,-1.953065491E2,2.421954050E2
1.380377642E1,-1.173594589E2,8.220581055E1,-1.953430481E2,2.422600758E2
1.381380242E1,-1.173595428E2,8.236953735E1,-1.952588806E2,2.422478760E2
1.382382842E1,-1.174609604E2,8.247299194E1,-1.952585144E2,2.423319192E2
1.383385342E1,-1.175169373E2,8.249920654E1,-1.953548889E2,2.424456274E2
1.384387942E1,-1.175126495E2,8.278982544E1,-1.951654968E2,2.423900764E2
1.385390542E1,-1.174198914E2,8.276870728E1,-1.951465149E2,2.423226198E2
1.386393142E1,-1.172323227E2,8.258154297E1,-1.952665100E2,2.422646046E2
1.387395742E1,-1.172891006E2,8.247863770E1,-1.949924622E2,2.420361938E2
1.388398342E1,-1.174521255E2,8.256143188E1,-1.950861511E2,2.422189055E2
1.389400842E1,-1.173107758E2,8.249557495E1,-1.952315369E2,2.422451052E2
1.390403442E1,-1.173111801E2,8.224807739E1,-1.952509460E2,2.421767766E2
1.391406042E1,-1.172471085E2,8.240240479E1,-1.951576843E2,2.421230318E2
1.392408642E1,-1.173734665E2,8.239318848E1,-1.950626526E2,2.421045365E2
1.393411242E1,-1.173833923E2,8.238598633E1,-1.949273987E2,2.419979386E2
1.394413842E1,-1.173384323E2,8.220620728E1,-1.952272644E2,2.421566703E2
1.395416342E1,-1.173910217E2,8.244961548E1,-1.953154602E2,2.423359653E2
1.396418942E1,-1.173958359E2,8.257223511E1,-1.951230164E2,2.422249942E2
1.397421542E1,-1.173495712E2,8.238510132E1,-1.953047791E2,2.422853349E2
1.398424142E1,-1.175203323E2,8.242572021E1,-1.950667419E2,2.421901354E2
1.399426742E1,-1.173502045E2,8.234124756E1,-1.950981750E2,2.421042120E2
1.400429342E1,-1.174029160E2,8.250180054E1,-1.952793884E2,2.423304176E2
1.401431842E1,-1.173898926E2,8.240536499E1,-1.951291199E2,2.421701973E2
1.402434442E1,-1.173730469E2,8.239022827E1,-1.952256165E2,2.422346449E2
1.403437042E1,-1.175075073E2,8.237881470E1,-1.951543274E2,2.422385083E2
1.404439642E1,-1.173428802E2,8.274310303E1,-1.949475403E2,2.421163276E2
1.405442242E1,-1.173947983E2,8.268475342E1,-1.950491028E2,2.422033435E2
1.406444842E1,-1.173673630E2,8.283950806E1,-1.950826111E2,2.422699055E2
1.407447342E1,-1.173214035E2,8.238043213E1,-1.951016541E2,2.421063872E2
1.408449942E1,-1.175316696E2,8.246112061E1,-1.948241882E2,2.420123842E2
1.409452542E1,-1.172715683E2,8.238854980E1,-1.950842590E2,2.420709854E2
1.410455142E1,-1.172589035E2,8.245959473E1,-1.951733093E2,2.421608058E2
1.411457742E1,-1.172962418E2,8.265103149E1,-1.951080627E2,2.421915719E2
1.412460342E1,-1.174855423E2,8.279547119E1,-1.953121643E2,2.424969778E2
1.413462842E1,-1.174624634E2,8.269412231E1,-1.951799011E2,2.423446760E2
1.414465442E1,-1.174275818E2,8.283526611E1,-1.951698303E2,2.423678629E2
1.415468042E1,-1.173941269E2,8.280258179E1,-1.951471252E2,2.423222009E2
1.416470642E1,-1.174866257E2,8.292556763E1,-1.951588440E2,2.424185046E2
1.417473242E1,-1.174495926E2,8.271664429E1,-1.950722351E2,2.422594208E2
1.418475842E1,-1.175747375E2,8.277517700E1,-1.952364807E2,2.424723329E2
1.419478342E1,-1.173725739E2,8.248931885E1,-1.951551819E2,2.422113825E2
1.420480942E1,-1.175025406E2,8.264773560E1,-1.949606018E2,2.421716984E2
1.421483542E1,-1.173998184E2,8.253216553E1,-1.949962463E2,2.421111559E2
1.422486142E1,-1.174283752E2,8.277603149E1,-1.952102356E2,2.423805495E2
1.423488742E1,-1.173495941E2,8.248849487E1,-1.949587097E2,2.420416855E2
1.424491342E1,-1.174118271E2,8.246704102E1,-1.950359802E2,2.421267924E2
1.425493842E1,-1.174228058E2,8.268215942E1,-1.950834045E2,2.422436574E2
1.426496442E1,-1.173834763E2,8.296597290E1,-1.949595032E2,2.422218839E2
1.427499042E1,-1.174003143E2,8.274136353E1,-1.948949890E2,2.421012676E2
1.428501642E1,-1.174249725E2,8.274942017E1,-1.950623474E2,2.422507174E2
1.429504242E1,-1.174655762E2,8.276104736E1,-1.951707458E2,2.423616566E2
1.430506842E1,-1.174743118E2,8.272479248E1,-1.951289368E2,2.423198448E2
1.431509342E1,-1.173955536E2,8.267117310E1,-1.949687805E2,2.421343929E2
1.432511942E1,-1.175092545E2,8.302029419E1,-1.948694763E2,2.422290382E2
1.433514542E1,-1.175494232E2,8.286285400E1,-1.951069641E2,2.423857399E2
1.434517142E1,-1.173619537E2,8.272192383E1,-1.952742615E2,2.423814804E2
1.435519742E1,-1.173909454E2,8.267111206E1,-1.950636902E2,2.422085673E2
1.436522342E1,-1.174459305E2,8.281414795E1,-1.953960266E2,2.425517201E2
1.437524842E1,-1.173110504E2,8.284164429E1,-1.951300354E2,2.422815538E2
1.438527442E1,-1.174071655E2,8.288577271E1,-1.951738586E2,2.423784828E2
1.439530042E1,-1.174447632E2,8.273107910E1,-1.950209656E2,2.422207276E2
1.440532725E1,-1.174835892E2,8.255636597E1,-1.950765076E2,2.422246707E2
1.441535325E1,-1.173505630E2,8.243734741E1,-1.950752869E2,2.421186454E2
1.442537925E1,-1.174721603E2,8.259341431E1,-1.951946716E2,2.423269287E2
1.443540425E1,-1.173586044E2,8.251443481E1,-1.952212830E2,2.422664304E2
1.444543025E1,-1.173639984E2,8.227679443E1,-1.949998474E2,2.420097509E2
1.445545625E1,-1.174598236E2,8.241894531E1,-1.949269104E2,2.420458492E2
1.446548225E1,-1.173742294E2,8.223565674E1,-1.949493713E2,2.419600594E2
1.447550825E1,-1.174291382E2,8.271862793E1,-1.950589905E2,2.422395171E2
1.448553425E1,-1.175809784E2,8.271435547E1,-1.951272888E2,2.423666848E2
1.449555925E1,-1.176312561E2,8.298284912E1,-1.950133972E2,2.423911936E2
1.450558525E1,-1.174386139E2,8.256536865E1,-1.950133362E2,2.421550524E2
1.451561125E1,-1.176697083E2,8.282891846E1,-1.949355774E2,2.422945920E2
1.452563725E1,-1.174709625E2,8.258456421E1,-1.950336609E2,2.421936543E2
1.453566325E1,-1.173622894E2,8.245019531E1,-1.951564636E2,2.421941101E2
1.454568925E1,-1.174396820E2,8.272357178E1,-1.951444397E2,2.423151266E2
1.455571425E1,-1.174931183E2,8.269528198E1,-1.949339294E2,2.421618867E2
1.456574025E1,-1.174666595E2,8.264547729E1,-1.950156555E2,2.421978466E2
1.457576625E1,-1.174240723E2,8.262088013E1,-1.950795593E2,2.422202656E2
1.458579225E1,-1.174015656E2,8.264117432E1,-1.949836731E2,2.421390593E2
1.459581825E1,-1.174817505E2,8.274172974E1,-1.951080627E2,2.423124258E2
1.460584425E1,-1.173367844E2,8.256671143E1,-1.949587097E2,2.420621435E2
1.461586925E1,-1.174338226E2,8.282186890E1,-1.948513489E2,2.421099189E2
1.462589525E1,-1.174271622E2,8.254235840E1,-1.949757385E2,2.421113751E2
1.463592125E1,-1.173573303E2,8.228771973E1,-1.950508728E2,2.420513474E2
1.464594725E1,-1.172815552E2,8.243060303E1,-1.951303406E2,2.421272750E2
1.465597325E1,-1.174206772E2,8.241799927E1,-1.949464417E2,2.420422631E2
1.466599925E1,-1.173210526E2,8.230279541E1,-1.949139099E2,2.419285262E2
1.467602425E1,-1.174286346E2,8.260403442E1,-1.949450989E2,2.421084516E2
1.468605025E1,-1.173739319E2,8.248889160E1,-1.948957214E2,2.420028912E2
1.469607625E1,-1.173940582E2,8.260433960E1,-1.950466003E2,2.421735290E2
1.470610225E1,-1.173521118E2,8.248870850E1,-1.951753845E2,2.422175384E2
1.471612825E1,-1.172112427E2,8.232287598E1,-1.950401917E2,2.419838996E2
1.472615425E1,-1.171141968E2,8.220022583E1,-1.949920349E2,2.418563745E2
1.473617925E1,-1.173045044E2,8.233898926E1,-1.950812683E2,2.420676706E2
1.474620525E1,-1.173160324E2,8.218682861E1,-1.951500549E2,2.420769923E2
1.475623125E1,-1.174907684E2,8.264413452E1,-1.950989075E2,2.422761180E2
1.476625725E1,-1.174383240E2,8.252758789E1,-1.949990540E2,2.421305304E2
1.477628325E1,-1.174813461E2,8.287097168E1,-1.949671936E2,2.422430003E2
1.478630925E1,-1.172425385E2,8.255068970E1,-1.949729309E2,2.420224638E2
1.479633425E1,-1.172130585E2,8.252966309E1,-1.949158630E2,2.419550372E2
1.480636025E1,-1.173598022E2,8.257974243E1,-1.949821472E2,2.420966228E2
1.481638625E1,-1.174295197E2,8.285977173E1,-1.948894348E2,2.421514519E2
1.482641225E1,-1.174036942E2,8.255090332E1,-1.949830017E2,2.421087565E2
1.483643825E1,-1.174919434E2,8.280508423E1,-1.948901672E2,2.421636141E2
1.484646425E1,-1.173853455E2,8.276425171E1,-1.949237366E2,2.421249755E2
1.485648925E1,-1.175333481E2,8.273034668E1,-1.949623718E2,2.422162765E2
1.486651525E1,-1.174535828E2,8.266378784E1,-1.949272766E2,2.421265972E2
1.487654125E1,-1.173768158E2,8.241906738E1,-1.948567810E2,2.419491365E2
1.488656725E1,-1.173992081E2,8.269757080E1,-1.948546448E2,2.420532893E2
1.489659325E1,-1.174132919E2,8.267758179E1,-1.950669250E2,2.422242120E2
1.490661925E1,-1.173882217E2,8.246749878E1,-1.951495667E2,2.422070113E2
1.491664525E1,-1.175350037E2,8.297293091E1,-1.949877625E2,2.423204735E2
1.492667025E1,-1.174213486E2,8.258166504E1,-1.949657288E2,2.421138986E2
1.493669625E1,-1.173809204E2,8.246276855E1,-1.952083435E2,2.422492230E2
1.494672225E1,-1.172578735E2,8.238342285E1,-1.950303650E2,2.420191739E2
1.495674825E1,-1.174764557E2,8.267675781E1,-1.949353333E2,2.421486074E2
1.496677425E1,-1.172480927E2,8.234796143E1,-1.949648743E2,2.419495902E2
1.497680025E1,-1.173822021E2,8.266683960E1,-1.948471985E2,2.420285490E2
1.498682525E1,-1.174626770E2,8.267498779E1,-1.950030212E2,2.421958141E2
1.499685125E1,-1.172706604E2,8.260638428E1,-1.948357849E2,2.419446333E2
1.500687725E1,-1.173906250E2,8.250018311E1,-1.946636658E2,2.418280005E2
1.501690325E1,-1.172489166E2,8.234347534E1,-1.948241272E2,2.418350614E2
1.502692925E1,-1.173080444E2,8.220874023E1,-1.950616760E2,2.420093215E2
1.503695525E1,-1.174599304E2,8.253546143E1,-1.949640808E2,2.421155312E2
1.504698025E1,-1.173699036E2,8.227655029E1,-1.948309631E2,2.418764751E2
1.505700625E1,-1.176047211E2,8.223934937E1,-1.948730164E2,2.420117218E2
