"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.380302821E1,-2.165360718E2,1.932955475E2,-7.626062012E2,8.159774857E2
6.381305521E1,-2.167947998E2,1.933477631E2,-7.629368896E2,8.163675890E2
6.382308321E1,-2.169376526E2,1.933692474E2,-7.630865479E2,8.165504825E2
6.383311021E1,-2.165684204E2,1.934246826E2,-7.625512695E2,8.159653346E2
6.384313821E1,-2.168128662E2,1.935027924E2,-7.629426270E2,8.164144791E2
6.385316521E1,-2.165914307E2,1.936046143E2,-7.624385986E2,8.159088253E2
6.386319221E1,-2.165324707E2,1.938714447E2,-7.626173096E2,8.161235255E2
6.387322021E1,-2.168311310E2,1.940522461E2,-7.629265137E2,8.165346771E2
6.388324721E1,-2.165861359E2,1.938900604E2,-7.623344727E2,8.158779063E2
6.389327521E1,-2.172912598E2,1.939447784E2,-7.635334473E2,8.171985033E2
6.390330221E1,-2.166944275E2,1.935820007E2,-7.626220703E2,8.161022534E2
6.391333021E1,-2.165540771E2,1.936855621E2,-7.625758057E2,8.160463373E2
6.392335721E1,-2.169974060E2,1.934757080E2,-7.630220947E2,8.165313471E2
6.393338421E1,-2.165282288E2,1.934319305E2,-7.625539551E2,8.159588960E2
6.394341221E1,-2.169551544E2,1.935720215E2,-7.630183105E2,8.165394104E2
6.395343921E1,-2.167062836E2,1.938715515E2,-7.624538574E2,8.160169585E2
6.396346721E1,-2.167364349E2,1.938871307E2,-7.628321533E2,8.163821384E2
6.397349421E1,-2.170457153E2,1.937768402E2,-7.636287842E2,8.171824927E2
6.398352221E1,-2.168722839E2,1.937783966E2,-7.630870361E2,8.166305647E2
6.399354921E1,-2.170211182E2,1.939038544E2,-7.631779785E2,8.167848538E2
6.400357621E1,-2.168955994E2,1.938029938E2,-7.631180420E2,8.166715664E2
6.401360421E1,-2.173675232E2,1.941886292E2,-7.636158447E2,8.173536702E2
6.402363121E1,-2.175234070E2,1.941536255E2,-7.637841797E2,8.175440881E2
6.403365921E1,-2.169664764E2,1.939530029E2,-7.635788574E2,8.171565889E2
6.404368621E1,-2.171960602E2,1.938607330E2,-7.634979248E2,8.171200607E2
6.405371421E1,-2.168589935E2,1.939111176E2,-7.631832275E2,8.167484211E2
6.406374121E1,-2.165049744E2,1.938151398E2,-7.629650879E2,8.164278521E2
6.407376921E1,-2.169278564E2,1.937516785E2,-7.631462402E2,8.166943074E2
6.408379621E1,-2.165445251E2,1.935236359E2,-7.626954346E2,8.161171821E2
6.409382321E1,-2.170374146E2,1.935642242E2,-7.631809082E2,8.167113608E2
6.410385121E1,-2.167851257E2,1.935722809E2,-7.627015381E2,8.161982938E2
6.411387821E1,-2.166508484E2,1.940315094E2,-7.625270996E2,8.161086903E2
6.412390621E1,-2.173351746E2,1.939856110E2,-7.628192139E2,8.165525999E2
6.413393321E1,-2.166662598E2,1.937935486E2,-7.626722412E2,8.161918617E2
6.414396121E1,-2.168680725E2,1.938471375E2,-7.628724365E2,8.164452388E2
6.415398821E1,-2.166278381E2,1.936766815E2,-7.625528564E2,8.160423617E2
6.416401521E1,-2.169381104E2,1.935478668E2,-7.634145508E2,8.168994411E2
6.417404321E1,-2.166282043E2,1.936407471E2,-7.628176270E2,8.162813546E2
6.418407021E1,-2.166466217E2,1.937207642E2,-7.625722656E2,8.160759483E2
6.419409821E1,-2.174533081E2,1.938062744E2,-7.635385742E2,8.172135385E2
6.420412521E1,-2.169189453E2,1.936878357E2,-7.627561035E2,8.163122442E2
6.421415321E1,-2.170786133E2,1.937266693E2,-7.626651611E2,8.162789320E2
6.422418021E1,-2.167698975E2,1.937711334E2,-7.623245850E2,8.158892164E2
6.423420821E1,-2.169969940E2,1.937817078E2,-7.629261475E2,8.165141469E2
6.424423521E1,-2.171639709E2,1.938175049E2,-7.633614502E2,8.169737567E2
6.425426221E1,-2.167666931E2,1.935319672E2,-7.630307617E2,8.164914971E2
6.426429021E1,-2.166116180E2,1.935300293E2,-7.630456543E2,8.164637995E2
6.427431721E1,-2.166276855E2,1.934580231E2,-7.628297119E2,8.162491839E2
6.428434521E1,-2.169425659E2,1.938242340E2,-7.629802246E2,8.165603062E2
6.429437221E1,-2.172544250E2,1.937330780E2,-7.633116455E2,8.169312449E2
6.430440021E1,-2.166738586E2,1.937828064E2,-7.625786133E2,8.161038405E2
6.431442721E1,-2.170746613E2,1.936194763E2,-7.631953125E2,8.167478162E2
6.432445421E1,-2.170125732E2,1.937969818E2,-7.629852295E2,8.165771167E2
6.433448221E1,-2.167698059E2,1.940327606E2,-7.624947510E2,8.161103517E2
6.434450921E1,-2.170408173E2,1.938938293E2,-7.629605713E2,8.165845742E2
6.435453721E1,-2.165912933E2,1.939164734E2,-7.624964600E2,8.160369100E2
6.436456421E1,-2.172691040E2,1.938397217E2,-7.635200195E2,8.171551392E2
6.437459221E1,-2.167409668E2,1.940041656E2,-7.630181885E2,8.165849735E2
6.438461921E1,-2.165879517E2,1.939796143E2,-7.625728760E2,8.161224312E2
6.439464621E1,-2.169361267E2,1.934304810E2,-7.637144775E2,8.171514163E2
6.440467421E1,-2.165592499E2,1.935133209E2,-7.627846680E2,8.162020361E2
6.441470121E1,-2.168898163E2,1.937944336E2,-7.632573242E2,8.167981500E2
6.442472921E1,-2.166368103E2,1.937517242E2,-7.622126465E2,8.157446639E2
6.443475621E1,-2.167671356E2,1.933545380E2,-7.628134766E2,8.162465121E2
6.444478421E1,-2.169772644E2,1.932041016E2,-7.634498291E2,8.168614324E2
6.445481221E1,-2.169187927E2,1.934454803E2,-7.628923340E2,8.163820366E2
6.446484021E1,-2.170005188E2,1.934876556E2,-7.628526611E2,8.163766782E2
6.447486721E1,-2.166896362E2,1.934047852E2,-7.623916016E2,8.158435901E2
6.448489421E1,-2.166885681E2,1.931795044E2,-7.628640137E2,8.162314377E2
6.449492221E1,-2.170630798E2,1.934643555E2,-7.637558594E2,8.172318216E2
6.450494921E1,-2.166041718E2,1.933990173E2,-7.627028809E2,8.161104286E2
6.451497721E1,-2.168705902E2,1.935605164E2,-7.628378906E2,8.163456215E2
6.452500421E1,-2.165606995E2,1.932258606E2,-7.626741943E2,8.160310634E2
6.453503221E1,-2.162790527E2,1.933471527E2,-7.624299316E2,8.157567963E2
6.454505921E1,-2.165755615E2,1.934448395E2,-7.626914062E2,8.161029720E2
6.455508621E1,-2.165299072E2,1.937189941E2,-7.625917969E2,8.160628028E2
6.456511421E1,-2.167613831E2,1.937912598E2,-7.629641113E2,8.164893047E2
6.457514121E1,-2.165121460E2,1.936666718E2,-7.626416016E2,8.160922139E2
6.458516921E1,-2.163949738E2,1.936731262E2,-7.623016357E2,8.157449653E2
6.459519621E1,-2.171564026E2,1.938662262E2,-7.624926758E2,8.161716103E2
6.460522421E1,-2.167117767E2,1.939264679E2,-7.625311279E2,8.161036639E2
6.461525121E1,-2.170365601E2,1.938034363E2,-7.627366943E2,8.163528068E2
6.462527921E1,-2.167781067E2,1.941718292E2,-7.624838867E2,8.161354816E2
6.463530621E1,-2.169909821E2,1.941216583E2,-7.630148926E2,8.166762093E2
6.464533321E1,-2.169529419E2,1.940119629E2,-7.628507080E2,8.164866340E2
6.465536121E1,-2.168415833E2,1.935763092E2,-7.633332520E2,8.168045747E2
6.466538821E1,-2.172539673E2,1.934657593E2,-7.633533936E2,8.169067816E2
6.467541621E1,-2.167661743E2,1.937697296E2,-7.624991455E2,8.160509968E2
6.468544321E1,-2.174915314E2,1.935302277E2,-7.635833740E2,8.172001495E2
6.469547121E1,-2.168033752E2,1.936049194E2,-7.626862793E2,8.161966240E2
6.470549821E1,-2.167114868E2,1.938355560E2,-7.624527588E2,8.160087626E2
6.471552521E1,-2.169837952E2,1.939577789E2,-7.630944824E2,8.167097260E2
6.472555321E1,-2.169142303E2,1.940185089E2,-7.626689453E2,8.163080823E2
6.473558021E1,-2.166795654E2,1.939578705E2,-7.627143555E2,8.162737762E2
6.474560821E1,-2.166765137E2,1.940534668E2,-7.624038086E2,8.160055312E2
6.475563521E1,-2.168390656E2,1.942037201E2,-7.626103516E2,8.162774121E2
6.476566321E1,-2.170588989E2,1.943812408E2,-7.629578857E2,8.167027414E2
6.477569021E1,-2.165875549E2,1.940117493E2,-7.625595703E2,8.161175320E2
6.478571821E1,-2.166991730E2,1.941491089E2,-7.627324219E2,8.163413229E2
6.479574521E1,-2.166087341E2,1.942434082E2,-7.626074219E2,8.162229629E2
6.480577221E1,-2.164987335E2,1.944123383E2,-7.622945557E2,8.159416943E2
6.481580021E1,-2.167964478E2,1.943964081E2,-7.627398682E2,8.164329548E2
6.482582721E1,-2.164325562E2,1.939812775E2,-7.622382812E2,8.157689531E2
6.483585521E1,-2.168924866E2,1.936948395E2,-7.634697266E2,8.169737235E2
6.484588221E1,-2.165083618E2,1.938331757E2,-7.626822510E2,8.161687244E2
6.485591021E1,-2.173479309E2,1.939864655E2,-7.636662598E2,8.173475565E2
6.486593721E1,-2.166231079E2,1.941385193E2,-7.626372070E2,8.162296522E2
6.487596421E1,-2.168009338E2,1.941920471E2,-7.631588135E2,8.167769406E2
6.488599221E1,-2.165379639E2,1.942096252E2,-7.625375977E2,8.161309063E2
6.489601921E1,-2.167100525E2,1.938640747E2,-7.630800781E2,8.166013299E2
6.490604721E1,-2.171017151E2,1.937553101E2,-7.636472168E2,8.172094876E2
6.491607421E1,-2.166843567E2,1.937385864E2,-7.628491211E2,8.163489033E2
6.492610221E1,-2.168883209E2,1.940293427E2,-7.625416260E2,8.161848203E2
6.493612921E1,-2.167730408E2,1.942359619E2,-7.627377930E2,8.163866124E2
6.494615721E1,-2.169116211E2,1.941959686E2,-7.631702881E2,8.168179811E2
6.495618421E1,-2.177216187E2,1.941856537E2,-7.639318848E2,8.177424386E2
6.496621121E1,-2.171165009E2,1.942075348E2,-7.629881592E2,8.167050095E2
6.497623921E1,-2.172448425E2,1.942063141E2,-7.632188721E2,8.169543811E2
6.498626621E1,-2.168584900E2,1.935232391E2,-7.631000977E2,8.165785987E2
6.499629421E1,-2.167426910E2,1.934953613E2,-7.628282471E2,8.162871943E2
6.500632121E1,-2.169547882E2,1.937086639E2,-7.630985107E2,8.166466578E2
6.501634921E1,-2.166507874E2,1.935140839E2,-7.628570557E2,8.162941576E2
6.502637621E1,-2.171789246E2,1.935726776E2,-7.635551758E2,8.171007118E2
6.503640321E1,-2.166054230E2,1.936091461E2,-7.628032227E2,8.162543520E2
6.504643121E1,-2.164683533E2,1.936244659E2,-7.624232178E2,8.158664994E2
6.505645821E1,-2.173081665E2,1.939209595E2,-7.628256836E2,8.165360992E2
6.506648621E1,-2.167505188E2,1.940864258E2,-7.623745117E2,8.160056521E2
6.507651321E1,-2.167855682E2,1.942184296E2,-7.625507812E2,8.162110481E2
6.508654121E1,-2.166683197E2,1.939423370E2,-7.627519531E2,8.163022313E2
6.509656821E1,-2.166469116E2,1.936183777E2,-7.628027344E2,8.162670960E2
6.510659621E1,-2.168433990E2,1.938511353E2,-7.622473145E2,8.158555575E2
6.511662321E1,-2.166596375E2,1.938470459E2,-7.627797852E2,8.163032992E2
6.512665021E1,-2.166847839E2,1.935802765E2,-7.635031738E2,8.169227108E2
6.513667821E1,-2.163466339E2,1.938377991E2,-7.627559814E2,8.161958378E2
6.514670521E1,-2.164592133E2,1.938022766E2,-7.630618896E2,8.165031297E2
6.515673321E1,-2.164579163E2,1.941985779E2,-7.624293213E2,8.160058744E2
6.516676021E1,-2.164746857E2,1.943610229E2,-7.622116699E2,8.158456512E2
6.517678821E1,-2.168390808E2,1.940120544E2,-7.631079102E2,8.166967288E2
6.518681521E1,-2.167069855E2,1.940724335E2,-7.629473877E2,8.165260212E2
6.519684321E1,-2.164337769E2,1.940111084E2,-7.625142822E2,8.160342643E2
6.520687021E1,-2.164707947E2,1.941214447E2,-7.622857666E2,8.158568074E2
6.521689721E1,-2.163062592E2,1.938593903E2,-7.624022217E2,8.158596746E2
6.522692521E1,-2.167314453E2,1.939296722E2,-7.630897217E2,8.166315941E2
6.523695221E1,-2.164154663E2,1.940463715E2,-7.625346680E2,8.160568413E2
6.524698021E1,-2.162659607E2,1.938563385E2,-7.629371338E2,8.163481585E2
6.525700721E1,-2.165097656E2,1.940022125E2,-7.627337646E2,8.162573937E2
6.526703521E1,-2.162766113E2,1.937893372E2,-7.624709473E2,8.158993965E2
6.527706221E1,-2.166884460E2,1.936838531E2,-7.631430664E2,8.166116932E2
6.528708921E1,-2.165289612E2,1.936120453E2,-7.624677734E2,8.159212711E2
6.529711721E1,-2.168544006E2,1.934237671E2,-7.635347900E2,8.169601951E2
6.530714421E1,-2.165368652E2,1.932673950E2,-7.625637207E2,8.159313256E2
6.531717221E1,-2.165438538E2,1.936078796E2,-7.624460449E2,8.159039301E2
6.532719921E1,-2.166999512E2,1.936853790E2,-7.630657959E2,8.165428977E2
6.533722721E1,-2.166110840E2,1.935385437E2,-7.626816406E2,8.161254895E2
6.534725421E1,-2.172409058E2,1.936135712E2,-7.633552246E2,8.169400376E2
6.535728221E1,-2.168509216E2,1.938621368E2,-7.629433594E2,8.165105143E2
6.536730921E1,-2.169247284E2,1.939923706E2,-7.633754883E2,8.169648179E2
6.537733621E1,-2.174002991E2,1.937769623E2,-7.638284912E2,8.174633723E2
6.538736421E1,-2.172007141E2,1.938710785E2,-7.636076660E2,8.172262923E2
6.539739121E1,-2.174370575E2,1.937106171E2,-7.632357178E2,8.169035671E2
6.540741921E1,-2.171613770E2,1.939679108E2,-7.631441650E2,8.168057484E2
6.541744621E1,-2.167341614E2,1.939373016E2,-7.630833740E2,8.166281953E2
6.542747421E1,-2.172608948E2,1.938481903E2,-7.636840820E2,8.173082616E2
6.543750121E1,-2.165834656E2,1.936992493E2,-7.628403320E2,8.163045810E2
6.544752921E1,-2.166404266E2,1.938581390E2,-7.631427002E2,8.166399656E2
6.545755558E1,-2.168236847E2,1.939651642E2,-7.632081299E2,8.167751494E2
6.546758258E1,-2.165312195E2,1.939827728E2,-7.625189209E2,8.160577124E2
6.547761058E1,-2.166483612E2,1.940349731E2,-7.628270264E2,8.163890956E2
6.548763758E1,-2.164766235E2,1.942896423E2,-7.624626465E2,8.160636501E2
6.549766558E1,-2.169922180E2,1.942832184E2,-7.632059326E2,8.168934369E2
6.550769258E1,-2.165372314E2,1.942219696E2,-7.626580811E2,8.162462218E2
6.551772058E1,-2.164121094E2,1.943587341E2,-7.625097656E2,8.161070158E2
6.552774758E1,-2.170828552E2,1.941758118E2,-7.628673096E2,8.165756205E2
6.553777558E1,-2.165714722E2,1.942724304E2,-7.625241699E2,8.161421993E2
6.554780258E1,-2.168755798E2,1.941957397E2,-7.630640869E2,8.167091301E2
6.555782958E1,-2.165565796E2,1.939831085E2,-7.624863281E2,8.160340674E2
6.556785758E1,-2.166777039E2,1.940012512E2,-7.627177734E2,8.162867846E2
6.557788458E1,-2.169601746E2,1.939713135E2,-7.624393311E2,8.160945542E2
6.558791258E1,-2.169686584E2,1.940269775E2,-7.629382324E2,8.165761528E2
6.559793958E1,-2.169284363E2,1.940876770E2,-7.629625244E2,8.166025879E2
6.560796758E1,-2.166319580E2,1.939821014E2,-7.625760498E2,8.161376677E2
6.561799458E1,-2.171407166E2,1.939732361E2,-7.642387695E2,8.178243112E2
6.562802258E1,-2.167562561E2,1.940990906E2,-7.627778320E2,8.163870115E2
6.563804958E1,-2.165605164E2,1.940221710E2,-7.623892822E2,8.159537228E2
6.564807658E1,-2.169141541E2,1.939516296E2,-7.630897217E2,8.166853177E2
6.565810458E1,-2.167229462E2,1.939173431E2,-7.631313477E2,8.166653079E2
6.566813158E1,-2.167146301E2,1.937655182E2,-7.636207275E2,8.170844035E2
6.567815958E1,-2.167309723E2,1.939458466E2,-7.629166260E2,8.164735660E2
6.568818658E1,-2.170141296E2,1.940246429E2,-7.631435547E2,8.167795171E2
6.569821458E1,-2.171760864E2,1.938827209E2,-7.634901123E2,8.171126688E2
6.570824158E1,-2.166941681E2,1.939466705E2,-7.627375488E2,8.162966629E2
6.571826958E1,-2.169802856E2,1.938284760E2,-7.634648438E2,8.170241674E2
6.572829658E1,-2.166289215E2,1.938023834E2,-7.628745117E2,8.163730606E2
6.573832358E1,-2.164713745E2,1.936765900E2,-7.628531494E2,8.162814497E2
6.574835158E1,-2.167480316E2,1.935655212E2,-7.631579590E2,8.166133666E2
6.575837858E1,-2.164709778E2,1.936679688E2,-7.628430176E2,8.162698303E2
6.576840658E1,-2.172268066E2,1.939895477E2,-7.634968262E2,8.171577777E2
6.577843358E1,-2.166647186E2,1.940471649E2,-7.627087402E2,8.162858108E2
6.578846158E1,-2.165577698E2,1.942196808E2,-7.624737549E2,8.160789048E2
6.579848858E1,-2.171351624E2,1.941933899E2,-7.632352295E2,8.169374315E2
6.580851658E1,-2.166607971E2,1.940766754E2,-7.625277100E2,8.161226412E2
6.581854358E1,-2.173937683E2,1.939793549E2,-7.635399170E2,8.172400170E2
6.582857058E1,-2.165917053E2,1.937127686E2,-7.625373535E2,8.160268494E2
6.583859858E1,-2.164604492E2,1.936600952E2,-7.630821533E2,8.164886596E2
6.584862558E1,-2.169107971E2,1.937122040E2,-7.634094238E2,8.169263494E2
6.585865358E1,-2.166078186E2,1.937062073E2,-7.628718262E2,8.163421250E2
6.586868058E1,-2.170481567E2,1.938200378E2,-7.629683838E2,8.165763063E2
6.587870858E1,-2.167021790E2,1.940538330E2,-7.626141357E2,8.162089466E2
6.588873558E1,-2.168634186E2,1.938494263E2,-7.637302246E2,8.172461064E2
6.589876258E1,-2.171366272E2,1.939550018E2,-7.637607422E2,8.173722095E2
6.590879058E1,-2.166020813E2,1.941376648E2,-7.628281250E2,8.164022555E2
6.591881758E1,-2.170067139E2,1.941441650E2,-7.631417236E2,8.168042367E2
6.592884558E1,-2.167545166E2,1.940104828E2,-7.629365234E2,8.165137639E2
6.593887258E1,-2.165146179E2,1.937916870E2,-7.626633301E2,8.161428507E2
6.594890058E1,-2.164659729E2,1.940292664E2,-7.626186523E2,8.161446456E2
6.595892758E1,-2.168259277E2,1.939977570E2,-7.631480713E2,8.167273666E2
6.596895558E1,-2.164354095E2,1.938920746E2,-7.626634521E2,8.161457985E2
6.597898258E1,-2.164579773E2,1.941912537E2,-7.624545898E2,8.160277572E2
6.598901058E1,-2.170988007E2,1.942731171E2,-7.632911377E2,8.169989560E2
6.599903758E1,-2.165708160E2,1.943112946E2,-7.626481934E2,8.162671526E2
6.600906458E1,-2.166138306E2,1.940204010E2,-7.628354492E2,8.163843397E2
6.601909258E1,-2.166413574E2,1.941547546E2,-7.627955322E2,8.163862875E2
6.602911958E1,-2.167540283E2,1.937773743E2,-7.631628418E2,8.166697635E2
6.603914758E1,-2.169934998E2,1.937448578E2,-7.626809082E2,8.162753314E2
6.604917458E1,-2.168199005E2,1.940288544E2,-7.627436523E2,8.163552810E2
6.605920258E1,-2.168225708E2,1.940627441E2,-7.629521484E2,8.165588507E2
6.606922958E1,-2.165036926E2,1.940343018E2,-7.625439453E2,8.160860419E2
6.607925658E1,-2.169087219E2,1.939808502E2,-7.631230469E2,8.167219530E2
6.608928458E1,-2.166740417E2,1.939164734E2,-7.625932617E2,8.161493257E2
6.609931158E1,-2.165254364E2,1.940988007E2,-7.625515137E2,8.161142200E2
6.610933958E1,-2.172036285E2,1.939486694E2,-7.631058350E2,8.167766022E2
6.611936658E1,-2.168618774E2,1.938018341E2,-7.626403809E2,8.162160102E2
6.612939458E1,-2.166872253E2,1.938712769E2,-7.625432129E2,8.160953236E2
6.613942158E1,-2.165047302E2,1.938242950E2,-7.627353516E2,8.162152731E2
6.614944958E1,-2.165783691E2,1.938894043E2,-7.629302979E2,8.164324408E2
6.615947658E1,-2.167344971E2,1.939044189E2,-7.632342529E2,8.167614650E2
6.616950458E1,-2.164281006E2,1.939825897E2,-7.626436768E2,8.161468897E2
6.617953158E1,-2.164024506E2,1.940029755E2,-7.624920654E2,8.160032628E2
6.618955858E1,-2.163778534E2,1.940023041E2,-7.622904053E2,8.158081462E2
6.619958658E1,-2.164449615E2,1.940936890E2,-7.623338623E2,8.158882884E2
6.620961358E1,-2.167612915E2,1.938703613E2,-7.630881348E2,8.166239501E2
6.621964158E1,-2.166039429E2,1.938827362E2,-7.626787109E2,8.162025481E2
6.622966858E1,-2.168922119E2,1.935555725E2,-7.637452393E2,8.171981288E2
6.623969658E1,-2.167970581E2,1.935258789E2,-7.628706055E2,8.163484494E2
6.624972358E1,-2.168806763E2,1.936837463E2,-7.629814453E2,8.165116700E2
6.625975158E1,-2.171100769E2,1.935883636E2,-7.639367676E2,8.174427349E2
6.626977858E1,-2.166793518E2,1.938342896E2,-7.628790283E2,8.163982393E2
6.627980558E1,-2.174073181E2,1.934624023E2,-7.644875488E2,8.180066353E2
6.628983358E1,-2.168068695E2,1.936690216E2,-7.630372314E2,8.165407064E2
6.629986058E1,-2.164800415E2,1.936046448E2,-7.629350586E2,8.163432308E2
6.630988858E1,-2.170027771E2,1.934404297E2,-7.635026855E2,8.169735344E2
6.631991558E1,-2.168348694E2,1.936336670E2,-7.629344482E2,8.164437090E2
6.632994358E1,-2.172716217E2,1.938356934E2,-7.633193359E2,8.169673447E2
6.633997058E1,-2.167504578E2,1.939256744E2,-7.628575439E2,8.164187409E2
6.634999858E1,-2.168794708E2,1.939779358E2,-7.628565674E2,8.164645043E2
6.636002558E1,-2.173620300E2,1.938170929E2,-7.641257324E2,8.177404555E2
6.637005258E1,-2.166287537E2,1.935101318E2,-7.629060059E2,8.163331194E2
6.638008058E1,-2.164954834E2,1.932557220E2,-7.629970703E2,8.163226064E2
6.639010758E1,-2.166189270E2,1.932820892E2,-7.628576660E2,8.162313055E2
6.640013558E1,-2.165706482E2,1.937409668E2,-7.625312500E2,8.160222516E2
6.641016258E1,-2.166442719E2,1.935902100E2,-7.628956299E2,8.163465269E2
6.642019058E1,-2.164674225E2,1.941060028E2,-7.624674072E2,8.160219558E2
6.643021758E1,-2.169026489E2,1.941255341E2,-7.629317627E2,8.165759956E2
6.644024558E1,-2.166174927E2,1.942890015E2,-7.625325928E2,8.161662265E2
6.645027258E1,-2.164020691E2,1.941854248E2,-7.622338867E2,8.158053277E2
6.646029933E1,-2.173585052E2,1.940387115E2,-7.631705322E2,8.168996283E2
6.647032733E1,-2.165949402E2,1.938451080E2,-7.624572754E2,8.159843079E2
6.648035433E1,-2.168587036E2,1.941644287E2,-7.628096924E2,8.164595210E2
6.649038233E1,-2.167024231E2,1.940428772E2,-7.626596680E2,8.162489495E2
6.650040933E1,-2.167217255E2,1.939431305E2,-7.629226074E2,8.164760554E2
6.651043733E1,-2.173209839E2,1.942576599E2,-7.627825928E2,8.165792872E2
6.652046433E1,-2.169833374E2,1.940272675E2,-7.626921387E2,8.163501991E2
6.653049233E1,-2.166667480E2,1.939071198E2,-7.632390137E2,8.167485799E2
6.654051933E1,-2.163796234E2,1.939043732E2,-7.625853271E2,8.160609221E2
6.655054633E1,-2.166062012E2,1.937605896E2,-7.629282227E2,8.164073036E2
6.656057433E1,-2.165504761E2,1.937579346E2,-7.627506104E2,8.162259120E2
6.657060133E1,-2.170261841E2,1.941199036E2,-7.633068848E2,8.169579560E2
6.658062933E1,-2.171877899E2,1.938569489E2,-7.636451416E2,8.172545228E2
6.659065633E1,-2.168619232E2,1.938645630E2,-7.631712646E2,8.167269689E2
6.660068433E1,-2.168926086E2,1.939676208E2,-7.630545654E2,8.166505443E2
6.661071133E1,-2.167702179E2,1.938654633E2,-7.628746338E2,8.164256562E2
6.662073933E1,-2.166788483E2,1.942141113E2,-7.627591553E2,8.163763674E2
6.663076633E1,-2.168880310E2,1.941466980E2,-7.631590576E2,8.167895112E2
6.664079433E1,-2.165858765E2,1.943380585E2,-7.623310547E2,8.159812251E2
6.665082133E1,-2.163460846E2,1.940669098E2,-7.624720459E2,8.159848127E2
6.666084833E1,-2.166563110E2,1.941688690E2,-7.627976074E2,8.163955516E2
6.667087633E1,-2.165774231E2,1.943713837E2,-7.624816895E2,8.161276504E2
6.668090333E1,-2.169243317E2,1.942541046E2,-7.626701660E2,8.163679348E2
6.669093133E1,-2.166228943E2,1.941166992E2,-7.624987793E2,8.160950678E2
6.670095833E1,-2.167265167E2,1.939268036E2,-7.629536133E2,8.165024214E2
6.671098633E1,-2.165159302E2,1.940432434E2,-7.623139648E2,8.158765282E2
6.672101333E1,-2.166879272E2,1.940340729E2,-7.624909668E2,8.160853838E2
6.673104133E1,-2.168134155E2,1.940153046E2,-7.631186523E2,8.167007243E2
6.674106833E1,-2.165210419E2,1.941363373E2,-7.622111816E2,8.158039988E2
6.675109533E1,-2.171977844E2,1.944318390E2,-7.628028564E2,8.166068916E2
6.676112333E1,-2.168037109E2,1.942514343E2,-7.623476562E2,8.160339563E2
6.677115033E1,-2.164295959E2,1.939810944E2,-7.628017578E2,8.162946507E2
6.678117833E1,-2.167725372E2,1.940268097E2,-7.631330566E2,8.167060658E2
6.679120533E1,-2.167121582E2,1.939331818E2,-7.628863525E2,8.164372758E2
6.680123333E1,-2.170699921E2,1.943312683E2,-7.628350830E2,8.165790759E2
6.681126033E1,-2.167739410E2,1.942218628E2,-7.628321533E2,8.164716576E2
6.682128833E1,-2.169795685E2,1.938811798E2,-7.629528809E2,8.165581078E2
6.683131533E1,-2.169437561E2,1.938863373E2,-7.629786377E2,8.165738832E2
6.684134233E1,-2.165027924E2,1.939166107E2,-7.625072021E2,8.160234950E2
6.685137033E1,-2.169502716E2,1.940252228E2,-7.632680664E2,8.168790294E2
6.686139733E1,-2.168732605E2,1.941822968E2,-7.629287109E2,8.165788348E2
6.687142533E1,-2.167863464E2,1.941658020E2,-7.628247070E2,8.164546603E2
6.688145233E1,-2.169514160E2,1.942042694E2,-7.631126709E2,8.167766914E2
6.689148033E1,-2.170005493E2,1.942776642E2,-7.626708984E2,8.163944810E2
6.690150733E1,-2.174803314E2,1.941867065E2,-7.638839111E2,8.176336596E2
6.691153533E1,-2.166425323E2,1.943011475E2,-7.627344971E2,8.163644013E2
6.692156233E1,-2.164020386E2,1.943180084E2,-7.624010010E2,8.159930251E2
6.693159033E1,-2.172906494E2,1.941257172E2,-7.633100586E2,8.170325978E2
6.694161733E1,-2.166787720E2,1.941471558E2,-7.627058105E2,8.163105792E2
6.695164433E1,-2.167916870E2,1.942727356E2,-7.631859131E2,8.168189942E2
6.696167233E1,-2.165684814E2,1.940141144E2,-7.625184326E2,8.160745945E2
6.697169933E1,-2.167554932E2,1.941122437E2,-7.629440918E2,8.165452799E2
6.698172733E1,-2.169855957E2,1.941663513E2,-7.626246338E2,8.163208026E2
6.699175433E1,-2.168386841E2,1.941634064E2,-7.626468506E2,8.163018204E2
6.700178233E1,-2.168371429E2,1.942308502E2,-7.629606934E2,8.166106718E2
6.701180933E1,-2.164542084E2,1.941180267E2,-7.626549072E2,8.161965083E2
6.702183733E1,-2.168775330E2,1.943661499E2,-7.627719727E2,8.164772788E2
6.703186433E1,-2.164921875E2,1.942022705E2,-7.623089600E2,8.159033886E2
6.704189133E1,-2.164177246E2,1.943688965E2,-7.623558350E2,8.159671063E2
6.705191933E1,-2.167660370E2,1.941031342E2,-7.627908936E2,8.164027736E2
6.706194633E1,-2.164168549E2,1.942566833E2,-7.624443359E2,8.160228425E2
6.707197433E1,-2.163979187E2,1.939757843E2,-7.623615723E2,8.158736612E2
6.708200133E1,-2.165200043E2,1.940337219E2,-7.625164795E2,8.160645679E2
6.709202933E1,-2.169207306E2,1.940472412E2,-7.629913330E2,8.166178478E2
6.710205633E1,-2.164606323E2,1.940836945E2,-7.623723145E2,8.159259964E2
6.711208433E1,-2.163050690E2,1.939895477E2,-7.626767578E2,8.161468400E2
