"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.976742913E1,-2.171092834E2,1.928181610E2,-7.622591553E2,8.156925303E2
3.977745713E1,-2.167764740E2,1.926669922E2,-7.617159424E2,8.150606029E2
3.978748413E1,-2.170488281E2,1.928281708E2,-7.621683350E2,8.155939358E2
3.979751112E1,-2.168453674E2,1.926426239E2,-7.618282471E2,8.151781228E2
3.980753912E1,-2.166904297E2,1.925206757E2,-7.618166504E2,8.150972713E2
3.981756612E1,-2.169620972E2,1.925006714E2,-7.619779053E2,8.153155145E2
3.982759312E1,-2.168221741E2,1.928046722E2,-7.618398438E2,8.152211015E2
3.983762012E1,-2.170192413E2,1.930113831E2,-7.620026855E2,8.154746090E2
3.984764812E1,-2.168193359E2,1.929175873E2,-7.617438965E2,8.151573981E2
3.985767512E1,-2.169732666E2,1.925769501E2,-7.624194336E2,8.157491482E2
3.986770212E1,-2.169428101E2,1.924474182E2,-7.622481689E2,8.155504047E2
3.987773012E1,-2.171443176E2,1.922920990E2,-7.625394287E2,8.158396205E2
3.988775713E1,-2.169728394E2,1.921977844E2,-7.621159668E2,8.153759551E2
3.989778413E1,-2.176681824E2,1.926579895E2,-7.628574219E2,8.163626551E2
3.990781113E1,-2.172217560E2,1.927219543E2,-7.625300293E2,8.159528715E2
3.991783913E1,-2.172152863E2,1.924710236E2,-7.629780273E2,8.163106306E2
3.992786613E1,-2.169866943E2,1.920497742E2,-7.627081299E2,8.158982980E2
3.993789312E1,-2.168236694E2,1.926116791E2,-7.622728271E2,8.155805451E2
3.994792112E1,-2.169344635E2,1.926831512E2,-7.625014648E2,8.158405740E2
3.995794812E1,-2.169062500E2,1.926302948E2,-7.622791748E2,8.156128322E2
3.996797512E1,-2.172371521E2,1.925496979E2,-7.624680176E2,8.158583481E2
3.997800312E1,-2.172574158E2,1.925454254E2,-7.629594727E2,8.163220458E2
3.998803012E1,-2.168290405E2,1.926269531E2,-7.623155518E2,8.156255123E2
3.999805712E1,-2.173046875E2,1.926422424E2,-7.629337158E2,8.163333973E2
4.000808412E1,-2.170470581E2,1.926786652E2,-7.624766846E2,8.158463017E2
4.001811212E1,-2.167707825E2,1.925855103E2,-7.620252686E2,8.153289280E2
4.002813912E1,-2.169177399E2,1.925530090E2,-7.625313721E2,8.158333534E2
4.003816613E1,-2.167950439E2,1.926495667E2,-7.626984863E2,8.159797348E2
4.004819413E1,-2.170736389E2,1.926737213E2,-7.627967529E2,8.161513425E2
4.005822113E1,-2.167861328E2,1.921776733E2,-7.622636719E2,8.154596195E2
4.006824813E1,-2.167444458E2,1.923663788E2,-7.618338623E2,8.150912907E2
4.007827513E1,-2.171433105E2,1.922015839E2,-7.626348877E2,8.159072485E2
4.008830312E1,-2.167737274E2,1.923023987E2,-7.620706787E2,8.153053298E2
4.009833012E1,-2.173179321E2,1.923623810E2,-7.625023193E2,8.158677321E2
4.010835712E1,-2.169245300E2,1.926064453E2,-7.618505859E2,8.152115123E2
4.011838512E1,-2.169602661E2,1.924920502E2,-7.622950439E2,8.156093921E2
4.012841212E1,-2.171674194E2,1.924986725E2,-7.625582275E2,8.159120525E2
4.013843912E1,-2.170763397E2,1.927758942E2,-7.623995361E2,8.158049616E2
4.014846612E1,-2.172444763E2,1.929857178E2,-7.623858643E2,8.158865459E2
4.015849412E1,-2.167150421E2,1.926681519E2,-7.619482422E2,8.152616451E2
4.016852112E1,-2.169575500E2,1.927115936E2,-7.625566406E2,8.159049988E2
4.017854812E1,-2.172473907E2,1.925595551E2,-7.631898193E2,8.165380036E2
4.018857613E1,-2.169346313E2,1.926907043E2,-7.622302246E2,8.155889020E2
4.019860313E1,-2.172407990E2,1.926965942E2,-7.626185303E2,8.160346591E2
4.020863013E1,-2.170339966E2,1.924813843E2,-7.624949951E2,8.158133711E2
4.021865713E1,-2.169030151E2,1.927071381E2,-7.619846191E2,8.153548423E2
4.022868513E1,-2.170440979E2,1.925536652E2,-7.624394531E2,8.157812048E2
4.023871212E1,-2.169913635E2,1.924092102E2,-7.622725830E2,8.155771250E2
4.024873912E1,-2.174851074E2,1.927821655E2,-7.626566162E2,8.161555302E2
4.025876712E1,-2.172215576E2,1.928631134E2,-7.622659912E2,8.157394357E2
4.026879412E1,-2.169816132E2,1.925756989E2,-7.621319580E2,8.154823981E2
4.027882112E1,-2.176022186E2,1.926972351E2,-7.623171387E2,8.158494775E2
4.028884912E1,-2.169648438E2,1.923728485E2,-7.621108398E2,8.154103191E2
4.029887612E1,-2.173977661E2,1.924107971E2,-7.624831543E2,8.158825063E2
4.030890312E1,-2.167547913E2,1.922213745E2,-7.619592285E2,8.151770128E2
4.031893012E1,-2.168577576E2,1.921893616E2,-7.622348633E2,8.154544895E2
4.032895812E1,-2.170242615E2,1.926058044E2,-7.619842529E2,8.153628197E2
4.033898513E1,-2.172992859E2,1.923512878E2,-7.626269531E2,8.159766340E2
4.034901213E1,-2.175583191E2,1.923263245E2,-7.631263428E2,8.165064925E2
4.035904013E1,-2.170636292E2,1.924762726E2,-7.624436035E2,8.157720167E2
4.036906713E1,-2.172089539E2,1.924978333E2,-7.626402588E2,8.159995771E2
4.037909413E1,-2.170352783E2,1.925406494E2,-7.622093506E2,8.155607322E2
4.038912112E1,-2.170430603E2,1.924401245E2,-7.622404785E2,8.155681692E2
4.039914912E1,-2.175201721E2,1.926288147E2,-7.625948486E2,8.160709459E2
4.040917612E1,-2.172492828E2,1.926252136E2,-7.623647461E2,8.157828939E2
4.041920312E1,-2.172171478E2,1.927511749E2,-7.628098145E2,8.162200180E2
4.042923112E1,-2.172521210E2,1.927133331E2,-7.623936768E2,8.158314968E2
4.043925708E1,-2.173778076E2,1.928871002E2,-7.629313965E2,8.164085132E2
4.044928408E1,-2.179486389E2,1.925378113E2,-7.636383057E2,8.171388376E2
4.045931108E1,-2.173558960E2,1.927250061E2,-7.627615967E2,8.162057136E2
4.046933908E1,-2.176123047E2,1.925160980E2,-7.629499512E2,8.164007540E2
4.047936608E1,-2.172401123E2,1.923702087E2,-7.622646484E2,8.156267270E2
4.048939308E1,-2.171008606E2,1.925517426E2,-7.621613770E2,8.155359721E2
4.049942108E1,-2.175351868E2,1.926415558E2,-7.628515625E2,8.163178504E2
4.050944808E1,-2.172571106E2,1.926215363E2,-7.625054932E2,8.159156424E2
4.051947508E1,-2.176060944E2,1.927232513E2,-7.628459473E2,8.163507844E2
4.052950308E1,-2.172123871E2,1.928015442E2,-7.622648926E2,8.157214126E2
4.053953008E1,-2.171167297E2,1.927143707E2,-7.623739014E2,8.157772174E2
4.054955708E1,-2.177133179E2,1.928719330E2,-7.632036133E2,8.167486925E2
4.055958408E1,-2.173051147E2,1.926526642E2,-7.624869385E2,8.159184354E2
4.056961208E1,-2.180865479E2,1.930077362E2,-7.632757568E2,8.169477398E2
4.057963908E1,-2.172122955E2,1.927076416E2,-7.621776123E2,8.156176366E2
4.058966608E1,-2.173076935E2,1.924889526E2,-7.626971436E2,8.160769347E2
4.059969408E1,-2.177152863E2,1.928299713E2,-7.630292969E2,8.165764212E2
4.060972108E1,-2.174845428E2,1.928794250E2,-7.625894775E2,8.161156231E2
4.061974808E1,-2.172574768E2,1.927453918E2,-7.624405518E2,8.158843008E2
4.062977508E1,-2.171904907E2,1.927147980E2,-7.623621826E2,8.157860014E2
4.063980308E1,-2.171830750E2,1.928229828E2,-7.625360107E2,8.159720329E2
4.064983008E1,-2.175598297E2,1.926266937E2,-7.633115234E2,8.167507603E2
4.065985708E1,-2.170047913E2,1.925480499E2,-7.621966553E2,8.155425018E2
4.066988508E1,-2.170495453E2,1.923276062E2,-7.628012695E2,8.160675156E2
4.067991208E1,-2.171984558E2,1.927508240E2,-7.626704102E2,8.160846794E2
4.068993908E1,-2.169906616E2,1.927353363E2,-7.621090088E2,8.155010720E2
4.069996608E1,-2.173692932E2,1.927499237E2,-7.625291748E2,8.159979688E2
4.070999408E1,-2.170873413E2,1.931681213E2,-7.621418457E2,8.156598739E2
4.072002108E1,-2.170000000E2,1.926917114E2,-7.624040527E2,8.157689840E2
4.073004808E1,-2.170876770E2,1.927858124E2,-7.621475830E2,8.155748692E2
4.074007608E1,-2.170165100E2,1.926782837E2,-7.623687744E2,8.157372339E2
4.075010308E1,-2.178190918E2,1.929592438E2,-7.623192139E2,8.159712068E2
4.076013008E1,-2.171128540E2,1.925017242E2,-7.624396973E2,8.157874706E2
4.077015808E1,-2.173853455E2,1.927537384E2,-7.628278809E2,8.162822844E2
4.078018508E1,-2.171829224E2,1.929545898E2,-7.620584717E2,8.155568710E2
4.079021208E1,-2.172704315E2,1.926001892E2,-7.627023926E2,8.160981638E2
4.080023908E1,-2.171589050E2,1.926747437E2,-7.621790771E2,8.155970160E2
4.081026708E1,-2.172321472E2,1.928382263E2,-7.623137207E2,8.157809731E2
4.082029408E1,-2.175508118E2,1.930899963E2,-7.628243408E2,8.164025216E2
4.083032108E1,-2.172012787E2,1.927965698E2,-7.624099121E2,8.158527973E2
4.084034908E1,-2.179369202E2,1.925502319E2,-7.635576172E2,8.170632336E2
4.085037608E1,-2.172415619E2,1.926187134E2,-7.627167969E2,8.161083122E2
4.086040308E1,-2.173387756E2,1.926648102E2,-7.628194580E2,8.162410171E2
4.087043108E1,-2.177171936E2,1.928171234E2,-7.631630859E2,8.166989134E2
4.088045808E1,-2.173276062E2,1.925367737E2,-7.629611816E2,8.163402859E2
4.089048508E1,-2.172549744E2,1.926157990E2,-7.631162109E2,8.164844893E2
4.090051208E1,-2.172454834E2,1.926687775E2,-7.628529053E2,8.162483770E2
4.091054008E1,-2.176537476E2,1.928383942E2,-7.629675293E2,8.165042871E2
4.092056708E1,-2.177283020E2,1.926779633E2,-7.631353760E2,8.166431369E2
4.093059408E1,-2.172728424E2,1.927719727E2,-7.624398193E2,8.158939880E2
4.094062208E1,-2.173772278E2,1.925329895E2,-7.625753174E2,8.159919889E2
4.095064908E1,-2.170898743E2,1.926927490E2,-7.623690186E2,8.157603996E2
4.096067608E1,-2.172997742E2,1.927467346E2,-7.627760010E2,8.162093624E2
4.097070408E1,-2.170266724E2,1.926737671E2,-7.629787598E2,8.163089764E2
4.098073108E1,-2.175727234E2,1.928828278E2,-7.634217529E2,8.169176507E2
4.099075808E1,-2.170960083E2,1.928961792E2,-7.625612793E2,8.159897778E2
4.100078508E1,-2.169706726E2,1.928322144E2,-7.622834473E2,8.156816718E2
4.101081308E1,-2.171632385E2,1.929068909E2,-7.629212646E2,8.163466156E2
4.102084008E1,-2.168617706E2,1.929689484E2,-7.622381592E2,8.156427244E2
4.103086708E1,-2.174537201E2,1.930526581E2,-7.627530518E2,8.163012110E2
4.104089508E1,-2.170697937E2,1.928558655E2,-7.623758545E2,8.157999900E2
4.105092208E1,-2.172155609E2,1.928395081E2,-7.626405029E2,8.160822339E2
4.106094908E1,-2.174907532E2,1.927592163E2,-7.631068115E2,8.165723171E2
4.107097708E1,-2.172082520E2,1.927955933E2,-7.624898682E2,8.159291419E2
4.108100408E1,-2.173555298E2,1.929084930E2,-7.626158447E2,8.161127616E2
4.109103108E1,-2.170718689E2,1.930246582E2,-7.621271973E2,8.156081043E2
4.110105808E1,-2.173450317E2,1.931412354E2,-7.625668945E2,8.161192733E2
4.111108608E1,-2.175682678E2,1.930131226E2,-7.633083496E2,8.168412656E2
4.112111308E1,-2.170387573E2,1.930801544E2,-7.624764404E2,8.159387786E2
4.113114008E1,-2.171206665E2,1.931102753E2,-7.627131348E2,8.161888802E2
4.114116808E1,-2.171325226E2,1.931873169E2,-7.627695312E2,8.162629659E2
4.115119508E1,-2.168713989E2,1.931213074E2,-7.624732666E2,8.159010512E2
4.116122208E1,-2.172233734E2,1.931303406E2,-7.627396240E2,8.162457084E2
4.117125008E1,-2.169406281E2,1.929384460E2,-7.625369873E2,8.159357432E2
4.118127708E1,-2.174363098E2,1.931066589E2,-7.631574707E2,8.166872447E2
4.119130408E1,-2.172576904E2,1.929483490E2,-7.627786865E2,8.162483042E2
4.120133108E1,-2.173315582E2,1.933348694E2,-7.628194580E2,8.163975156E2
4.121135908E1,-2.176870422E2,1.931529388E2,-7.632984619E2,8.168967181E2
4.122138608E1,-2.172403259E2,1.931838074E2,-7.625974121E2,8.161299869E2
4.123141308E1,-2.172845764E2,1.928182373E2,-7.630457764E2,8.164743209E2
4.124144108E1,-2.171538391E2,1.928510437E2,-7.624888916E2,8.159268501E2
4.125146808E1,-2.173561096E2,1.928433533E2,-7.631379395E2,8.165854223E2
4.126149508E1,-2.172979279E2,1.927359467E2,-7.624697266E2,8.159201055E2
4.127152308E1,-2.172572937E2,1.927666321E2,-7.624223633E2,8.158722732E2
4.128155008E1,-2.173902893E2,1.928339539E2,-7.632166748E2,8.166658829E2
4.129157708E1,-2.170369568E2,1.930298615E2,-7.624744873E2,8.159245748E2
4.130160408E1,-2.174893799E2,1.926562653E2,-7.627368164E2,8.162018856E2
4.131163208E1,-2.170842590E2,1.924575348E2,-7.625017090E2,8.158273925E2
4.132165908E1,-2.171169434E2,1.925422058E2,-7.626944580E2,8.160362151E2
4.133168608E1,-2.174972229E2,1.924572906E2,-7.629357910E2,8.163429867E2
4.134171408E1,-2.171854858E2,1.925073395E2,-7.627838135E2,8.161297428E2
4.135174108E1,-2.172814331E2,1.926023254E2,-7.633709717E2,8.167264642E2
4.136176808E1,-2.171169739E2,1.926254578E2,-7.630772705E2,8.164136624E2
4.137179608E1,-2.172700958E2,1.927983704E2,-7.631794434E2,8.165906985E2
4.138182308E1,-2.171815796E2,1.928697357E2,-7.628496094E2,8.162757500E2
4.139185008E1,-2.168486633E2,1.929120636E2,-7.622520752E2,8.156387884E2
4.140187708E1,-2.173906250E2,1.928327332E2,-7.627655029E2,8.162440562E2
4.141190508E1,-2.173284607E2,1.930191956E2,-7.626364746E2,8.161510045E2
4.142193208E1,-2.169819031E2,1.929299011E2,-7.623009033E2,8.157240711E2
4.143195983E1,-2.171316528E2,1.927805328E2,-7.627048340E2,8.161060913E2
4.144198783E1,-2.170474396E2,1.928452911E2,-7.624168701E2,8.158298727E2
4.145201483E1,-2.173267212E2,1.929417877E2,-7.628459473E2,8.163279834E2
4.146204183E1,-2.171284332E2,1.929184113E2,-7.623231201E2,8.157811038E2
4.147206983E1,-2.170428467E2,1.929915314E2,-7.622121582E2,8.156719332E2
4.148209683E1,-2.176279755E2,1.928646698E2,-7.628341064E2,8.163789503E2
4.149212383E1,-2.169982300E2,1.929421082E2,-7.625556641E2,8.159693804E2
4.150215083E1,-2.176738586E2,1.928676605E2,-7.632164307E2,8.167491434E2
4.151217883E1,-2.172651215E2,1.928825378E2,-7.626335449E2,8.160990934E2
4.152220583E1,-2.174223938E2,1.931720123E2,-7.627143555E2,8.162849452E2
4.153223283E1,-2.176529846E2,1.929195404E2,-7.632265625E2,8.167653007E2
4.154226083E1,-2.173219147E2,1.929897766E2,-7.627010498E2,8.162026463E2
4.155228783E1,-2.173831177E2,1.927605133E2,-7.627188721E2,8.161814217E2
4.156231483E1,-2.172166595E2,1.927534485E2,-7.624876709E2,8.159193694E2
4.157234283E1,-2.174638062E2,1.930729980E2,-7.630257568E2,8.165635279E2
4.158236983E1,-2.173916168E2,1.924614410E2,-7.630915527E2,8.164614132E2
4.159239683E1,-2.170473938E2,1.925026398E2,-7.624985352E2,8.158252592E2
4.160242483E1,-2.172036743E2,1.929450073E2,-7.627132568E2,8.161719942E2
4.161245183E1,-2.173524170E2,1.929536133E2,-7.627277832E2,8.162271996E2
4.162247883E1,-2.174418335E2,1.931849518E2,-7.626862793E2,8.162669522E2
4.163250583E1,-2.173986206E2,1.929057465E2,-7.628424072E2,8.163353021E2
4.164253383E1,-2.171648865E2,1.929015961E2,-7.626027832E2,8.160481718E2
4.165256083E1,-2.172522125E2,1.927659454E2,-7.630942383E2,8.164986528E2
4.166258783E1,-2.169949341E2,1.928321533E2,-7.624929199E2,8.158838727E2
4.167261583E1,-2.168253784E2,1.929959106E2,-7.624787598E2,8.158642812E2
4.168264283E1,-2.175346375E2,1.931266479E2,-7.629082031E2,8.164852399E2
4.169266983E1,-2.171711884E2,1.932942352E2,-7.624383545E2,8.159891120E2
4.170269783E1,-2.174343872E2,1.932406769E2,-7.629765625E2,8.165493903E2
4.171272483E1,-2.170456848E2,1.927941589E2,-7.625756836E2,8.159657408E2
4.172275183E1,-2.172370911E2,1.928730164E2,-7.627495117E2,8.161977529E2
4.173277983E1,-2.174292908E2,1.930529327E2,-7.622430420E2,8.158182312E2
4.174280683E1,-2.172800140E2,1.927230682E2,-7.627548828E2,8.161787775E2
4.175283383E1,-2.171826782E2,1.923576050E2,-7.633345947E2,8.166085154E2
4.176286083E1,-2.171423645E2,1.923501892E2,-7.628150635E2,8.161104232E2
4.177288883E1,-2.171470947E2,1.924123383E2,-7.631857910E2,8.164728534E2
4.178291583E1,-2.169110718E2,1.925535583E2,-7.626279297E2,8.159219601E2
4.179294283E1,-2.170658875E2,1.926050262E2,-7.629051514E2,8.162343815E2
4.180297083E1,-2.172115479E2,1.927195282E2,-7.629639893E2,8.163551445E2
4.181299783E1,-2.174454041E2,1.931591034E2,-7.626202393E2,8.162000810E2
4.182302483E1,-2.170879974E2,1.930160828E2,-7.623975830E2,8.158630286E2
4.183305283E1,-2.173071289E2,1.928063812E2,-7.628984375E2,8.163398280E2
4.184307983E1,-2.171915894E2,1.929480896E2,-7.626964111E2,8.161537645E2
4.185310683E1,-2.174888153E2,1.930365143E2,-7.631903076E2,8.167153276E2
4.186313383E1,-2.171317139E2,1.930361481E2,-7.626060791E2,8.160742414E2
4.187316183E1,-2.176638641E2,1.929116211E2,-7.634020996E2,8.169303624E2
4.188318883E1,-2.173194733E2,1.930834351E2,-7.624073486E2,8.159497114E2
4.189321583E1,-2.171219788E2,1.932176819E2,-7.621260986E2,8.156661183E2
4.190324383E1,-2.175341949E2,1.926734314E2,-7.630377197E2,8.164990746E2
4.191327083E1,-2.171098785E2,1.928232117E2,-7.624876709E2,8.159074326E2
4.192329783E1,-2.173149719E2,1.928011017E2,-7.628618164E2,8.163064454E2
4.193332583E1,-2.170203552E2,1.930950165E2,-7.623471680E2,8.158165998E2
4.194335283E1,-2.171464844E2,1.930931091E2,-7.626083984E2,8.160938144E2
4.195337983E1,-2.173943787E2,1.925824738E2,-7.634089355E2,8.167873211E2
4.196340783E1,-2.172678223E2,1.926553955E2,-7.630006104E2,8.163892083E2
4.197343483E1,-2.176015778E2,1.927408905E2,-7.630241699E2,8.165202884E2
4.198346183E1,-2.172290649E2,1.928387146E2,-7.624503174E2,8.159079133E2
4.199348883E1,-2.173493347E2,1.927306061E2,-7.625207520E2,8.159802185E2
4.200351683E1,-2.173593445E2,1.923708649E2,-7.631431885E2,8.164797367E2
4.201354383E1,-2.169234314E2,1.928398438E2,-7.624427490E2,8.158197877E2
4.202357083E1,-2.170335999E2,1.930784607E2,-7.625507812E2,8.160064763E2
4.203359883E1,-2.170386505E2,1.929761658E2,-7.624262695E2,8.158672642E2
4.204362583E1,-2.172058716E2,1.929035034E2,-7.627092285E2,8.161590038E2
4.205365283E1,-2.170442505E2,1.930097198E2,-7.625013428E2,8.159468465E2
4.206368083E1,-2.173355103E2,1.931005554E2,-7.626606445E2,8.161947116E2
4.207370783E1,-2.169509888E2,1.929128723E2,-7.622895508E2,8.157012119E2
4.208373483E1,-2.168384552E2,1.929126282E2,-7.622088623E2,8.155958236E2
4.209376283E1,-2.174670715E2,1.925814819E2,-7.633983154E2,8.167965122E2
4.210378983E1,-2.169670715E2,1.925787659E2,-7.623356934E2,8.156696639E2
4.211381683E1,-2.170704651E2,1.926805420E2,-7.627166748E2,8.160772660E2
4.212384483E1,-2.169120941E2,1.927391663E2,-7.624205322E2,8.157722174E2
4.213387183E1,-2.169749451E2,1.927958679E2,-7.627375488E2,8.160986104E2
4.214389883E1,-2.179261780E2,1.927726135E2,-7.634464111E2,8.170088875E2
4.215392583E1,-2.179871521E2,1.929148865E2,-7.635717773E2,8.171758752E2
4.216395383E1,-2.176894531E2,1.926964417E2,-7.632797852E2,8.167720900E2
4.217398083E1,-2.172422638E2,1.925168915E2,-7.625726318E2,8.159497371E2
4.218400783E1,-2.174960022E2,1.924976501E2,-7.630616455E2,8.164697981E2
4.219403583E1,-2.177349548E2,1.929417725E2,-7.628966064E2,8.164840906E2
4.220406283E1,-2.172199402E2,1.928737030E2,-7.625906982E2,8.160449380E2
4.221408983E1,-2.174037323E2,1.928771362E2,-7.628695068E2,8.163552272E2
4.222411783E1,-2.173410034E2,1.928956604E2,-7.628176270E2,8.162944197E2
4.223414483E1,-2.171298218E2,1.929072571E2,-7.628284912E2,8.162511111E2
4.224417183E1,-2.172145996E2,1.925579376E2,-7.629592285E2,8.163133749E2
4.225419983E1,-2.170302277E2,1.928703613E2,-7.625281982E2,8.159352604E2
4.226422683E1,-2.172407837E2,1.927602234E2,-7.633746338E2,8.167563243E2
4.227425383E1,-2.172362366E2,1.925247498E2,-7.630551758E2,8.164009818E2
4.228428083E1,-2.169306335E2,1.925061340E2,-7.626130371E2,8.159020504E2
4.229430883E1,-2.171137695E2,1.926587677E2,-7.626989746E2,8.160671024E2
4.230433583E1,-2.170157166E2,1.929519348E2,-7.625297852E2,8.159521699E2
4.231436283E1,-2.174341278E2,1.929836731E2,-7.630545654E2,8.165614293E2
4.232439083E1,-2.172220612E2,1.930066528E2,-7.626981201E2,8.161773179E2
4.233441783E1,-2.175297546E2,1.928153534E2,-7.638701172E2,8.173093115E2
4.234444483E1,-2.172306213E2,1.929972534E2,-7.626370850E2,8.161203380E2
4.235447283E1,-2.171596527E2,1.929343719E2,-7.627167969E2,8.161610741E2
4.236449983E1,-2.174474182E2,1.928761444E2,-7.634344482E2,8.168945731E2
4.237452683E1,-2.171133423E2,1.928831787E2,-7.625950928E2,8.160229161E2
4.238455483E1,-2.178755798E2,1.929557190E2,-7.636676025E2,8.172453028E2
4.239458183E1,-2.172293701E2,1.926986084E2,-7.628101807E2,8.162112010E2
4.240460883E1,-2.169542236E2,1.926134033E2,-7.624182129E2,8.157515490E2
4.241463683E1,-2.173764648E2,1.927296906E2,-7.632290039E2,8.166491128E2
4.242466383E1,-2.170812378E2,1.925996094E2,-7.629594727E2,8.162879579E2
4.243469137E1,-2.175634766E2,1.923714905E2,-7.634934082E2,8.168615801E2
4.244471837E1,-2.172110748E2,1.926806030E2,-7.628208008E2,8.162120067E2
4.245474637E1,-2.172980347E2,1.927316284E2,-7.628815918E2,8.163040117E2
4.246477338E1,-2.175172119E2,1.927393494E2,-7.633568115E2,8.168083104E2
4.247480038E1,-2.172900696E2,1.926423798E2,-7.627434082E2,8.161516817E2
4.248482838E1,-2.171131287E2,1.926269836E2,-7.630537109E2,8.163909794E2
4.249485538E1,-2.169679871E2,1.924899902E2,-7.628135986E2,8.160956378E2
4.250488238E1,-2.168477020E2,1.926259003E2,-7.625173340E2,8.158188205E2
4.251491038E1,-2.172359924E2,1.927367859E2,-7.627810059E2,8.161947120E2
4.252493737E1,-2.170095825E2,1.927698364E2,-7.625285645E2,8.159063551E2
4.253496437E1,-2.173107300E2,1.928068085E2,-7.632041016E2,8.166265483E2
4.254499237E1,-2.169990845E2,1.929328613E2,-7.622990723E2,8.157276305E2
4.255501937E1,-2.171102600E2,1.928928375E2,-7.626622314E2,8.160871222E2
4.256504637E1,-2.172795715E2,1.927546387E2,-7.634636230E2,8.168484968E2
4.257507437E1,-2.171195374E2,1.929848633E2,-7.630498047E2,8.164735485E2
4.258510137E1,-2.173190308E2,1.930516815E2,-7.631253662E2,8.166130280E2
4.259512837E1,-2.171379700E2,1.928898315E2,-7.625791016E2,8.160160974E2
4.260515537E1,-2.167691345E2,1.927914734E2,-7.624669189E2,8.157899315E2
4.261518338E1,-2.175521851E2,1.929195709E2,-7.632230225E2,8.167351444E2
4.262521038E1,-2.170416260E2,1.929634705E2,-7.624128418E2,8.158525049E2
4.263523738E1,-2.172297058E2,1.930681000E2,-7.625667725E2,8.160711481E2
4.264526538E1,-2.169319763E2,1.929152679E2,-7.621940918E2,8.156075138E2
4.265529238E1,-2.166925354E2,1.929330902E2,-7.620948486E2,8.154553271E2
4.266531937E1,-2.169108582E2,1.926779022E2,-7.622862549E2,8.156319199E2
4.267534737E1,-2.169262390E2,1.929860535E2,-7.624183350E2,8.158322913E2
4.268537437E1,-2.170429077E2,1.928842773E2,-7.626593018E2,8.160644452E2
4.269540137E1,-2.168180389E2,1.928849792E2,-7.624252930E2,8.157861267E2
4.270542937E1,-2.172101135E2,1.927492828E2,-7.631984863E2,8.165809507E2
4.271545637E1,-2.171290283E2,1.931156311E2,-7.624187012E2,8.159172371E2
4.272548337E1,-2.171046448E2,1.930860748E2,-7.622342529E2,8.157313991E2
4.273551137E1,-2.172988586E2,1.928939667E2,-7.628996582E2,8.163594581E2
4.274553837E1,-2.170486298E2,1.927931976E2,-7.622846680E2,8.156943299E2
4.275556537E1,-2.173293457E2,1.930571289E2,-7.629583740E2,8.164610095E2
4.276559238E1,-2.170709229E2,1.931946564E2,-7.623813477E2,8.158855802E2
4.277562038E1,-2.168946533E2,1.930760193E2,-7.624210205E2,8.158476894E2
4.278564738E1,-2.172590332E2,1.928314667E2,-7.630106201E2,8.164377922E2
4.279567438E1,-2.171201935E2,1.928516235E2,-7.627633057E2,8.161744835E2
4.280570238E1,-2.173760681E2,1.929999237E2,-7.632590332E2,8.167408875E2
4.281572937E1,-2.172351685E2,1.928963470E2,-7.628242188E2,8.162725696E2
4.282575637E1,-2.172962952E2,1.928735809E2,-7.627115479E2,8.161781689E2
4.283578437E1,-2.175292664E2,1.923341522E2,-7.631995850E2,8.165690506E2
4.284581137E1,-2.172471313E2,1.924582977E2,-7.626038818E2,8.159664166E2
4.285583837E1,-2.176000977E2,1.928394318E2,-7.630925293E2,8.166070397E2
4.286586637E1,-2.172226562E2,1.926555786E2,-7.625187988E2,8.159269409E2
4.287589337E1,-2.169907990E2,1.926685638E2,-7.625220947E2,8.158713914E2
4.288592037E1,-2.175111084E2,1.928267059E2,-7.629653320E2,8.164614618E2
4.289594837E1,-2.172044983E2,1.929520721E2,-7.625677490E2,8.160379085E2
4.290597537E1,-2.177075195E2,1.929593201E2,-7.631781006E2,8.167439479E2
4.291600238E1,-2.172511749E2,1.929146576E2,-7.624191895E2,8.159026649E2
4.292603038E1,-2.173349609E2,1.927113342E2,-7.630089111E2,8.164280385E2
4.293605738E1,-2.175742645E2,1.929809113E2,-7.632149658E2,8.167479885E2
4.294608438E1,-2.174143066E2,1.927422638E2,-7.627670898E2,8.162304787E2
4.295611138E1,-2.172295990E2,1.926176147E2,-7.628856201E2,8.162626499E2
4.296613937E1,-2.171465149E2,1.928109741E2,-7.626752930E2,8.160896294E2
4.297616637E1,-2.172616577E2,1.927114868E2,-7.629691162E2,8.163713722E2
4.298619337E1,-2.177036133E2,1.927243652E2,-7.630447998E2,8.165628639E2
4.299622137E1,-2.173138123E2,1.926306458E2,-7.626380615E2,8.160567821E2
4.300624837E1,-2.173513031E2,1.926024323E2,-7.628592529E2,8.162668226E2
4.301627537E1,-2.170818634E2,1.924370117E2,-7.626434326E2,8.159543763E2
4.302630337E1,-2.167973328E2,1.923304901E2,-7.622000732E2,8.154391777E2
4.303633037E1,-2.169900513E2,1.923921814E2,-7.625577393E2,8.158392853E2
4.304635737E1,-2.168213654E2,1.926288910E2,-7.622593994E2,8.155714476E2
4.305638537E1,-2.170503845E2,1.928350525E2,-7.627581787E2,8.161472086E2
4.306641238E1,-2.169066162E2,1.926495819E2,-7.623222656E2,8.156577580E2
4.307643938E1,-2.168100586E2,1.927283020E2,-7.624877930E2,8.158053900E2
